Curso;Semestre;Período;Nome da Disciplina;ID da Disciplina;ID do Aluno;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR30;VAR31;VAR31b;VAR31c;VAR32a;VAR32b;VAR32c;VAR32d;VAR33;VAR34;VAR35
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;331;7;0;0;1;7;0;0;0;2;1;0;0;4;0;1;22;0;2;0;1;2;0;1;58;14;43;6;6;41;5;1;6;0
Biologia;2014.2;1;Citologia (1º);48;1405;4;0;0;5;18;0;0;1;1;2;0;8;1;0;7,12;18;0;1;0;0;6,8846;62,3;7,12;179;55;71;70;46;63;0;2;4;0
Letras;2016.1;8;Libras – Linguagem Brasileira de Sinais;55;526;28;0;0;22;64;0;0;0;2;0;0;21;3;0;24,5;17;0;0;0;1;2;79,14;24,5;77;21;47;11;19;46;1;2;4;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;368;158;0;0;27;68;0;0;0;2;2;0;9;1;0;3,33;18;0;4;0;2;8;253,97;3,33;208;8;127;80;29;98;1;3;3;0
Letras;2013.2;3;Literatura Latina;35;336;5;0;0;0;51;0;0;4;1;0;0;15;2;1;24;11;0;3;0;2;1;72,62;24;48;12;30;17;23;8;0;1;4;0
Letras;2013.2;3;Linguística I;33;470;6;0;1;4;77;0;0;0;1;1;0;11;1;1;7;53;0;2;0;2;11;72,03;7;290;31;113;21;120;130;19;1;5;0
Biologia;2016.1;8;Ecologia;40;271;44;0;2;6;36;0;0;0;0;0;0;1;3;0;25;7;0;0;3;0;2;75,03;25;74;13;55;8;20;35;11;2;2;0
Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;1682;5;0;5;25;23;0;0;1;2;0;0;9;1;0;34,93;11;0;1;13;0;3,7692;69,03;34,93;98;2;43;15;43;38;2;2;4;0
Biologia;2011.1;1;Informática Aplicada à Biologia;18;36;17;0;3;4;48;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;43,53;0;33;0;23;3;7;20;3;0;1;0
Pedagogia;2013.2;7;Avaliação Educacional;36;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2016.1;4;Educação e Multiculturalismo;59;1731;54;0;0;0;6;0;0;0;0;0;0;14;2;0;0;55;0;0;70;2;7;80,88;0;182;59;106;19;91;72;0;2;3;0
Letras;2010.1;2;Linguística Textual;27;114;18;1;0;231;318;0;0;0;3;14;0;22;3;1;0;72;0;0;0;0;9;96,64;0;252;0;83;44;82;124;2;1;9;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;525;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;3;0;2;0;0;0;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1715;21;0;5;25;40;0;0;0;1;1;0;17;2;0;21,74;12;0;2;23;2;3,0385;60,11;21,74;79;9;32;26;16;34;3;2;3;0
Letras;2010.2;3;Morfossintaxe I;32;216;4;0;0;19;181;0;0;2;1;4;0;0;0;0;0;22;0;0;0;0;3;82,86;0;88;0;70;13;14;58;3;0;3;0
Biologia;2013.2;3;Prática III  ;29;25;18;0;0;1;40;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;34;4;21;19;4;11;0;0;0;0
Pedagogia;2010.2;1;Linguagem na Produção do Conhecimento;19;142;80;0;23;33;75;0;0;0;1;0;0;13;2;0;30;59;0;0;0;0;5;58,43;30;134;0;71;33;43;54;4;2;5;0
Biologia;2013.2;3;Prática III  ;29;91;8;0;12;12;28;0;0;0;1;0;4;15;3;0;6,67;28;0;4;0;2;5;231,97;6,67;142;35;98;27;18;86;11;3;5;1
Administracao;2011.1;3;Contabilidade Pública;34;764;38;0;0;0;47;0;0;0;6;0;0;14;2;0;4;41;0;0;0;0;4;87,09;4;104;0;66;29;42;33;0;2;6;0
Biologia;2014.2;1;Prática I (1º);58;1281;48;0;2;32;45;0;0;2;0;2;0;18;3;0;1,23;26;0;1;1;0;6,1154;62,1;1,23;159;19;56;32;49;78;0;1;5;0
Letras;2016.1;4;Morfossintaxe II;50;450;3;0;0;4;48;0;0;0;0;0;0;20;3;1;46;9;0;0;0;0;2;95,4;46;71;18;46;21;32;16;2;1;2;0
Pedagogia;2013.2;3;Didática ;29;28;10;0;0;0;0;0;0;0;0;0;0;18;3;0;10;21;0;4;0;2;6;224,32;10;162;24;100;63;53;42;4;2;4;0
Pedagogia;2011.1;2;História da Educação;32;116;10;0;0;0;22;0;0;4;0;0;0;15;2;0;19;19;0;0;0;0;2;74,83;19;76;0;43;17;29;30;0;2;4;0
Administracao;2014.2;5;Planejamento e Programação na Administração Pública (5º);84;686;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,00000385;0;0;1;1;1;0;1;0;0;0;0;0
Letras;2014.1;4;Morfossintaxe II;56;249;5;0;0;2;16;0;0;4;1;2;0;18;3;0;19;13;2;2;0;1;1;80,52;19;35;2;23;14;17;4;0;1;5;0
Biologia;2014.1;4;Prática IV;47;106;15;0;0;0;7;0;0;0;0;0;0;17;2;0;0;2;0;3;0;0;0;0;0;21;1;15;3;9;9;0;1;0;0
Letras;2016.1;4;Morfossintaxe II;50;1504;19;3;0;41;85;0;0;0;1;2;0;20;3;0;14,5;13;0;0;0;0;3;74,97;14,5;96;25;56;21;43;31;1;2;5;0
Pedagogia;2014.2;5;Educação Inclusiva (5º);117;801;11;2;0;13;11;0;0;0;3;0;7;17;2;0;31,25;16;0;3;1;2;6;73,07;31,25;156;34;46;65;61;29;1;2;4;0
Administracao;2010.2;2;Matemática para Administradores;31;770;44;0;3;5;100;0;0;0;0;0;0;11;1;1;0;36;0;0;0;0;7;71,94;0;197;0;85;37;67;93;0;1;4;0
Letras;2014.2;1;Metodologia Científica. (1º);89;1439;4;0;1;10;36;0;0;2;0;0;1;17;2;0;0,22;11;0;4;3;0;2,2692;60,51;0,22;59;22;39;3;8;48;0;2;5;0
Letras;2014.2;5;Literatura Brasileira II (5º);94;434;9;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,00004231;0;0;11;3;8;3;5;2;1;0;0;0
Letras;2014.1;4;Psicologia Evolutiva;58;281;4;0;0;0;23;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;55,51;0;33;2;29;13;7;13;0;0;1;0
Letras;2010.2;3;Prática III - Gramáticas da Língua Portuguesa;37;174;50;0;0;66;229;0;0;2;2;9;0;0;0;0;0;14;0;0;0;0;12;0;0;316;0;129;91;95;130;0;0;2;0
Biologia;2014.2;8;Fisiologia Comparada (8º);68;363636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Administracao;2010.1;1;Metodologia de Estudo e de Pesquisa em Administração;9;809;15;0;19;175;150;0;0;1;1;21;0;18;3;0;9,5;55;0;0;0;0;7;2,37;9,5;204;0;80;15;100;89;0;2;4;0
Biologia;2014.1;4;Prática IV;47;207;3;0;14;21;38;0;0;0;0;2;0;14;2;0;0;11;0;2;0;0;2;87,26;0;53;2;36;4;10;38;1;1;3;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1874;3;2;29;38;51;0;0;0;1;2;0;6;1;0;63,71;8;0;0;0;0;2,8462;68,21;63,71;74;11;46;24;8;41;1;1;4;0
Administracao;2011.1;3;Sociologia Organizacional;37;844;4;0;3;5;29;0;0;0;1;1;0;0;0;0;0;8;0;0;0;0;1;36,19;0;37;0;22;13;24;0;0;0;1;0
Pedagogia;2013.2;7;Avaliação Educacional;36;142;59;0;2;5;17;0;0;0;4;1;0;9;1;0;9;25;0;2;0;2;11;233,84;9;305;24;106;128;112;64;1;2;4;0
Pedagogia;2014.1;8;Prática Pedagógica VIII;53;135;11;0;0;0;1;0;0;0;2;0;0;14;2;0;5;9;0;1;0;1;0;76,18;5;13;5;9;4;4;5;0;1;2;0
Biologia;2014.2;1;Citologia (1º);48;1327;5;0;0;8;48;0;0;2;2;0;0;0;0;0;0;11;0;0;1;0;1,3846;45,99;0;36;4;23;6;3;15;12;0;6;0
Pedagogia;2013.2;3;Movimentos Sociais;33;168;8;0;0;2;6;0;0;0;2;0;0;13;2;0;13;14;0;2;0;2;3;221,59;13;100;13;51;27;22;51;0;2;7;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;164;17;0;0;0;6;0;0;0;1;0;0;20;3;0;0;7;0;1;0;1;1;0;0;30;4;22;5;10;15;0;1;3;0
Administracao;2010.2;2;Contabilidade Geral;30;771;33;0;4;5;104;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;55;0;44;10;27;18;0;0;0;0
Biologia;2016.1;4;Didatica;34;1382;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;5;2;0;3;0;0;0;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;228;20;0;1;1;21;0;0;0;3;0;0;4;3;0;0,33;9;0;5;0;2;2;246,75;0,33;52;12;33;21;9;15;7;3;3;0
Administracao;2010.1;1;Metodologia de Estudo e de Pesquisa em Administração;9;840;6;0;4;4;49;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;0;9,94;0;24;0;15;4;3;17;0;0;2;0
Letras;2010.2;3;Literatura Portuguesa II;34;113;5;0;0;12;221;0;0;0;3;3;0;9;1;0;7;10;0;0;0;0;4;108,03;7;123;0;61;31;49;37;6;1;2;0
Biologia;2013.2;3;Int. Filosofia das Ciências ;27;113;16;0;1;1;19;0;0;0;0;0;0;19;3;0;3,33;0;0;3;0;2;1;0;3,33;51;13;36;18;20;10;3;3;0;0
Biologia;2016.1;8;Sociologia da Educação;46;327;10;0;0;0;23;0;0;0;0;0;0;9;1;0;15;5;0;0;0;0;0;0;15;25;5;16;16;6;3;0;1;0;0
Letras;2016.1;4;Didática Geral;47;1439;5;0;0;2;50;0;0;1;4;0;0;6;1;0;20,5;17;0;0;0;0;3;83,99;20,5;91;24;65;9;4;78;0;2;4;0
Administracao;2010.2;2;Contabilidade Geral;30;831;58;0;12;79;149;0;0;0;0;13;0;19;3;0;4,5;6;0;0;0;0;10;0;4,5;261;0;96;106;91;57;7;2;0;0
Letras;2013.2;3;Linguística I;33;11;6;0;1;1;46;0;0;0;2;0;0;0;0;0;0;8;0;0;0;0;2;39,66;0;52;13;36;18;18;16;0;0;2;0
Letras;2014.1;4;Linguística II;54;72;10;0;1;12;28;0;0;1;0;2;0;16;2;0;0;12;0;2;0;1;1;74,02;0;50;14;36;44;5;1;0;1;2;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1826;51;8;12;279;162;0;5;5;3;13;0;6;1;0;46,68;23;0;1;5;1;7,2308;41,88;46,68;188;65;73;80;67;35;6;2;10;3
Letras;2014.2;1;Prática I. (1º);90;1437;5;0;0;2;29;0;0;0;0;1;2;0;0;0;0;9;0;0;4;0;0,00009231;73,27;0;24;6;13;3;5;15;1;0;3;0
Letras;2014.1;4;Literatura Brasileira I;55;117;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2013.2;6;Literatura Brasileira III;42;227;6;0;0;1;99;0;0;1;7;0;0;20;3;0;7;59;1;2;0;2;2;221,14;7;57;12;44;13;10;34;0;2;9;0
Biologia;2014.2;1;Prática I (1º);58;1282;22;0;0;3;34;0;0;0;0;0;0;14;2;0;2,39;6;0;2;3;0;2,3846;86,83;2,39;62;12;33;16;18;28;0;2;3;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;Movimentos Sociais;33;373;50;0;0;0;19;0;0;0;0;0;0;11;1;0;3,5;42;0;9;0;3;8;220,21;3,5;215;45;121;85;65;65;0;2;3;0
Pedagogia;2012.1;4;Educação e Multiculturalismo;55;44;22;0;0;1;32;0;0;3;2;0;0;18;3;2;0;39;0;0;0;0;2;88,51;0;76;0;35;21;22;33;0;0;4;0
Administracao;2010.2;2;Matemática para Administradores;31;758;20;0;23;43;113;0;0;0;1;3;0;10;1;0;0,5;74;0;0;0;0;10;72,38;0,5;264;0;109;84;85;82;13;2;4;0
Pedagogia;2013.2;3;Didática ;29;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.2;1;Leitura e Produção do Texto (1º);88;1423;4;0;2;6;49;0;0;1;1;1;2;19;3;0;0,65;13;0;2;0;0;4,7692;61,21;0,65;124;25;65;11;6;107;0;2;5;0
Pedagogia;2011.1;2;Prática Pedagógica II;36;130;48;0;0;0;25;0;0;2;2;0;0;14;2;0;21;7;0;0;0;0;2;53,17;21;73;0;55;17;22;34;0;2;2;0
Letras;2011.2;5;Semântica e Pragmática;69;182;15;0;0;55;146;0;0;4;0;3;0;15;2;0;6;27;0;0;0;0;6;76,87;6;168;0;95;14;99;55;0;2;4;0
Biologia;2014.1;4;Bioquímica I;43;121;68;0;0;0;7;0;0;0;0;0;0;17;2;0;1;51;0;6;0;0;5;60,35;1;144;25;75;24;42;63;15;1;4;0
Pedagogia;2016.1;4;Planejamento Educacional;61;1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.2;5;Bioquímica II (5º);59;248;24;0;2;54;109;0;0;1;3;0;0;20;3;0;3,11;12;0;2;0;0;5,8462;66,47;3,11;152;19;63;16;60;76;0;2;4;0
Biologia;2016.1;4;Genetica Geral;36;1339;31;0;0;3;33;0;0;0;4;0;0;8;1;0;17;17;0;0;0;0;3;75,51;17;94;19;64;40;35;19;0;2;5;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;260;56;0;0;0;5;0;0;0;6;0;0;18;3;0;1;18;0;3;0;2;5;239,75;1;143;19;61;29;50;59;5;2;4;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;162;7;0;0;0;17;0;0;4;0;0;0;17;2;0;3;16;0;0;0;0;3;75,8;3;90;0;37;10;71;9;0;2;4;0
Pedagogia;2014.2;1;Prática Pedagógica I ;111;1720;6;1;4;9;16;0;0;0;2;0;0;0;0;0;0;6;0;0;1;0;4,1538;55,44;0;108;16;43;28;35;35;10;0;2;0
Pedagogia;2013.2;3;Movimentos Sociais;33;137;12;0;8;24;19;0;0;0;0;0;0;8;1;0;1;29;0;3;0;2;9;210,42;1;259;21;122;133;68;58;0;2;3;0
Administracao;2016.1;4;Teoria Das Finanças Públicas;26;575;1;0;0;0;3;0;0;0;0;0;0;12;2;2;0;1;0;0;0;0;0;0;0;9;2;6;3;5;1;0;0;0;0
Pedagogia;2014.2;5;Educação Inclusiva (5º);117;887;12;0;2;12;17;0;0;0;0;1;0;17;2;0;19,67;12;0;3;0;2;5,0769;68,4;19,67;132;33;50;19;21;86;6;2;4;0
Pedagogia;2013.2;3;Movimentos Sociais;33;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2010.2;1;Prática Pedagógica 1;20;161;2;0;10;31;70;0;0;0;1;4;0;10;1;0;29;16;0;0;0;0;3;68,85;29;96;0;53;40;19;37;0;2;3;0
Pedagogia;2013.2;3;Movimentos Sociais;33;434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.2;1;Metodologia Científica(1º);57;1300;2;0;10;23;53;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1,6538;0;0;43;0;22;11;9;23;0;0;0;0
Administracao;2011.1;3;Sociologia Organizacional;37;772;11;0;6;12;61;0;0;0;2;1;0;18;3;0;19,5;69;0;0;0;0;5;88,74;19,5;151;0;96;21;26;104;0;2;5;0
Administracao;2010.2;2;Matemática para Administradores;31;825;18;0;20;29;118;1;1;0;1;3;0;13;2;0;0;29;0;0;0;0;8;72,51;0;230;0;140;60;120;50;0;2;5;1
Administracao;2016.1;8;Licitações, Contratos e Convênios;29;638;7;0;1;6;28;0;0;1;1;0;0;22;3;0;7,5;24;0;0;0;0;4;95,11;7,5;111;17;57;14;41;49;7;2;5;0
Pedagogia;2013.2;3;Movimentos Sociais;33;72;39;0;0;1;5;0;0;0;0;0;0;15;2;0;1,5;0;0;3;0;2;3;0;1,5;91;5;69;19;15;57;0;2;0;0
Pedagogia;2016.1;8;Avaliação da Aprendizagem;63;962;28;0;0;4;10;0;0;0;4;0;0;14;2;0;40;19;0;0;0;2;5;80,16;40;155;24;74;47;87;21;0;2;4;0
Pedagogia;2016.1;4;Planejamento Educacional;61;1886;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;0
Letras;2012.1;6;Literatura Brasileira III;76;170;1;0;0;7;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;1;8;0;0;0;0
Pedagogia;2013.2;7;Avaliação Educacional;36;125;15;0;0;0;11;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;32;8;21;6;9;17;0;0;0;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;31;34;0;4;26;77;0;0;0;4;1;0;18;3;0;3,67;21;0;6;0;2;3;240,22;3,67;92;21;57;22;25;45;0;3;4;0
Administracao;2010.2;2;Matemática para Administradores;31;847;4;0;1;45;128;0;0;0;0;8;0;19;3;0;3;11;0;0;0;0;6;37,9;3;172;0;88;34;64;70;4;1;1;0
Pedagogia;2016.1;4;Planejamento Educacional;61;1710;6;0;0;1;3;0;0;2;0;0;0;20;3;0;22;24;0;0;6;2;2;87,52;22;69;25;31;11;13;44;1;2;6;0
Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;1924;4;0;0;6;11;0;0;0;1;2;0;17;2;0;38,25;5;0;2;0;0;1,7308;67,12;38,25;45;5;15;7;17;21;0;1;3;0
Administracao;2016.1;4;Teoria Das Finanças Públicas;26;1220;5;0;0;0;14;0;0;0;1;0;0;13;2;1;9;2;0;0;0;0;1;66,3;9;30;11;18;9;8;13;0;1;1;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1744;21;0;8;9;27;0;0;0;0;1;0;13;2;0;34,78;18;0;2;31;1;2,8846;63,7;34,78;75;8;38;9;55;11;0;2;5;0
Biologia;2013.2;6;Genética Molecular ;34;127;35;0;6;13;56;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;2;223,68;0;52;0;44;14;23;15;0;0;3;0
Pedagogia;2013.2;3;Prática Pedagógica III;35;377;9;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;14;9;4;5;0;0;0;0
Pedagogia;2016.1;4;Educação e Multiculturalismo;59;1872;6;0;0;0;1;0;0;0;0;0;0;20;3;0;0;1;0;0;0;3;2;0;0;52;9;35;15;16;19;2;2;0;0
Biologia;2014.1;4;Prática IV;47;187;33;0;6;6;23;0;0;0;2;0;0;19;3;0;5;14;0;1;0;0;7;70,44;5;190;6;98;37;75;74;4;1;3;0
Pedagogia;2011.1;2;História da Educação;32;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2011.1;4;Linguística II;48;28;70;0;0;34;207;0;0;0;0;4;0;17;2;0;0;17;0;0;0;0;5;105,4;0;148;0;98;19;92;37;0;2;4;0
Pedagogia;2013.2;3;Movimentos Sociais;33;259;13;0;2;2;2;0;0;0;0;0;0;8;1;0;1;5;0;2;0;2;2;216,27;1;60;7;35;29;15;15;1;2;2;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;9;2;0;0;0;5;0;0;0;0;0;0;8;1;0;4;4;0;1;0;1;1;73,68;4;42;5;29;33;8;1;0;1;2;0
Letras;2013.2;3;Teoria Literária II ;39;331;70;0;2;2;63;0;0;1;1;0;0;21;3;0;6,5;27;0;2;0;2;4;0;6,5;111;19;56;25;32;49;5;2;3;0
Letras;2010.2;3;Prática III - Gramáticas da Língua Portuguesa;37;188;6;0;0;17;184;0;0;0;4;1;0;12;2;0;2;26;0;0;0;0;3;0;2;96;0;71;26;43;26;1;2;4;0
Letras;2014.1;7;Política, Educação e Cidadania;63;226;43;0;4;41;109;0;0;0;2;5;0;0;0;0;0;15;0;0;0;0;3;67,44;0;86;2;53;17;36;30;3;0;2;0
Pedagogia;2011.1;2;Prática Pedagógica II;36;77;7;0;4;20;53;0;0;3;1;11;0;20;3;0;10,5;11;0;0;0;0;3;54,29;10,5;92;0;44;19;27;46;0;2;3;0
Pedagogia;2014.2;5;Alfabetização e Letramento (5º);113;1046;6;0;0;1;13;0;1;0;1;0;0;15;2;0;18,76;14;0;3;1;2;2,9231;61,11;18,76;76;37;47;18;24;34;0;2;5;0
Pedagogia;2011.1;2;Língua Portuguesa: Sintaxe e Semântica;31;51;9;0;0;1;32;0;0;2;0;1;0;14;2;1;3;19;0;0;0;0;1;75,66;3;49;0;24;9;21;19;0;1;5;0
Letras;2014.2;5;Literatura Brasileira II (5º);94;399;6;0;0;0;26;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0,00007692;52,2;0;20;7;17;2;6;12;0;0;2;0
Pedagogia;2011.2;3;Prática Pedagogica III;51;116;30;0;0;0;25;0;0;2;0;0;0;1;3;0;14,5;17;0;0;0;0;3;71,37;14,5;96;0;52;30;43;21;2;2;3;0
Administracao;2010.1;1;Introdução à Economia;8;825;7;2;11;28;102;0;0;0;1;6;0;10;1;0;14;25;0;0;0;0;7;35,32;14;188;0;85;65;90;33;0;1;3;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;525;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;3;0;2;0;0;0;0
Letras;2011.1;4;Psicologia Evolutiva;44;81;16;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;12;4;8;6;1;0;0;0
Biologia;2016.1;8;Ecologia;40;337;4;0;1;8;35;0;0;0;0;0;0;11;1;0;33,5;18;0;0;0;0;2;85,56;33,5;65;21;44;5;28;32;0;2;4;0
Biologia;2013.2;3;Org. da educ. Básica;28;88;5;0;0;0;30;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;1;200,78;0;34;12;23;12;15;7;0;0;4;0
Biologia;2016.1;4;Zoologia Geral;38;1276;12;0;0;50;106;0;0;0;0;5;0;13;2;0;46;30;0;0;3;0;10;77,31;46;279;77;113;57;135;85;2;2;4;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;317;5;0;0;4;17;0;0;1;0;0;0;16;2;0;6;26;0;5;0;1;2;70,89;6;73;5;41;18;28;27;0;1;3;0
Letras;2014.2;5;Estágio Supervisionado I. (5º);92;455;3;4;1;24;37;0;0;1;1;1;1;3;1;0;13,57;22;0;5;0;1;3,7308;66,56;13,57;97;34;48;15;27;44;11;4;8;0
Biologia;2014.2;1;Citologia (1º);48;1991;60;0;0;13;20;0;0;1;0;2;3;18;3;0;0,12;31;0;2;9;0;7,3846;67,37;0,12;192;42;61;71;56;60;5;2;7;0
Pedagogia;2016.1;8;Avaliação da Aprendizagem;63;955;19;0;0;0;2;0;0;0;0;0;0;23;3;0;11,5;0;0;0;0;2;1;0;11,5;47;10;30;12;10;22;3;2;0;0
Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;131;20;0;0;7;17;0;0;0;0;0;0;13;2;0;2;9;0;2;0;2;1;62,07;2;45;7;28;15;19;11;0;1;2;0
Pedagogia;2013.2;7;Coordenação Pedagógica;37;201;25;0;1;1;12;0;0;0;1;0;0;10;1;0;8;22;0;3;0;2;5;218,9;8;139;25;64;49;45;44;1;2;3;0
Biologia;2011.2;2;Prática II;25;25;8;0;0;1;63;0;0;0;4;0;0;11;1;2;0;25;0;0;0;0;2;80,3;0;73;0;40;12;4;57;0;0;4;0
Letras;2013.2;3;Literatura Portuguesa II;34;249;3;0;0;0;45;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;66,44;0;25;0;21;9;7;9;0;0;3;0
Pedagogia;2013.2;3;Didática ;29;448;33;0;0;0;4;0;0;0;1;0;0;17;2;0;2;7;0;1;0;1;2;255,45;2;69;13;42;11;13;43;2;1;3;0
Administracao;2014.2;5;Legislação Tributária e Comercial (5º);81;733;19;4;0;20;11;2;4;4;10;1;0;16;2;0;3,69;73;0;2;0;1;5,9615;66,46;3,69;155;40;69;18;40;89;8;2;15;2
Biologia;2013.2;3;Embriologia ;26;294;29;0;0;0;34;0;0;0;1;0;0;20;3;0;3,33;9;0;5;0;2;2;113,64;3,33;63;17;49;14;29;19;1;3;2;0
Pedagogia;2013.2;3;Movimentos Sociais;33;64;11;0;0;0;9;0;0;0;0;0;0;1;3;0;11,5;18;0;4;0;2;3;227,85;11,5;95;15;55;11;18;55;11;2;2;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;195;11;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;42;0;29;6;23;13;0;0;0;0
Letras;2014.2;5;Literatura Brasileira II (5º);94;390;5;0;0;18;58;0;0;0;0;0;0;14;2;0;0,38;7;0;1;0;1;2,5385;67,6;0,38;66;13;26;11;36;18;1;1;3;0
Biologia;2013.2;3;Org. da educ. Básica;28;164;9;0;4;5;35;0;0;0;0;0;0;16;2;0;18,67;21;0;6;0;2;3;185,99;18,67;91;21;66;13;23;53;2;3;4;0
Biologia;2011.1;1;Elementos da Geologia;15;16;3;0;0;0;98;0;0;1;1;0;0;0;0;0;0;26;0;0;0;0;2;91,35;0;53;0;38;10;20;23;0;0;3;0
Biologia;2013.2;3;Org. da educ. Básica;28;230;25;0;4;15;112;0;0;0;0;4;0;18;3;0;3;23;0;5;0;2;6;198,95;3;156;32;100;37;63;56;0;3;4;0
Pedagogia;2013.2;7;Projeto de Pesquisa;42;111;23;0;0;0;10;0;0;0;2;0;0;8;1;0;24;12;0;2;0;3;1;256,19;24;41;12;35;13;22;4;2;1;3;0
Pedagogia;2011.1;2;Prática Pedagógica II;36;87;16;0;0;0;29;0;0;3;2;0;0;13;2;0;0,5;9;0;0;0;0;0;62,32;0,5;24;0;17;11;5;7;1;2;3;0
Letras;2016.1;4;Literatura Brasileira I;49;1573;10;0;0;27;78;0;0;5;0;1;0;15;2;0;21;36;1;0;0;0;9;82,22;21;257;83;118;79;76;70;32;2;5;0
Biologia;2014.1;4;Bioquímica I;43;46;3;0;0;0;8;0;0;3;0;0;0;16;2;0;26;29;0;1;0;0;4;69,91;26;104;23;56;43;37;22;2;1;3;0
Biologia;2013.2;3;Int. Filosofia das Ciências ;27;359;11;0;2;5;18;0;0;4;0;0;0;19;3;0;8;24;0;4;0;1;3;227,92;8;97;27;53;26;26;45;0;2;4;0
